PMID,Title
24117654,Impact of IL28B polymorphisms on 24-week telaprevir-based combination therapy for Asian chronic hepatitis C patients with hepatitis C virus genotype 1b.
28605058,Cardiovascular Pharmacogenomics and Cognitive Function in Patients with Schizophrenia.
15726636,Functional analysis of CYP2D6.31 variant: homology modeling suggests possible disruption of redox partner interaction by Arg440His substitution.
18983505,Effect of the selective serotonin reuptake inhibitor paroxetine on platelet function is modified by a SLC6A4 serotonin transporter polymorphism.
27767376,Pharmacogenomics and histone deacetylase inhibitors.
19056598,"Association between glucokinase regulatory protein (GCKR) and apolipoprotein A5 (APOA5) gene polymorphisms and triacylglycerol concentrations in fasting, postprandial, and fenofibrate-treated states."
16400613,A mutation in para-hydroxybenzoate-polyprenyl transferase (COQ2) causes primary coenzyme Q10 deficiency.
19833260,The SLCO1B1*5 genetic variant is associated with statin-induced side effects.
18086475,Gene polymorphism influencing treatment response in psychotic patients in a naturalistic setting.
21950502,British Association of Dermatologists' guidelines for the safe and effective prescribing of azathioprine 2011.
25534433,Reduced IFNλ4 activity is associated with improved HCV clearance and reduced expression of interferon-stimulated genes.
15024131,Predisposition to abacavir hypersensitivity conferred by HLA-B*5701 and a haplotypic Hsp70-Hom variant.
17467808,Genetic variability at HPA axis in major depression and clinical response to antidepressant treatment.
18987562,Serotonin transporter gene promoter polymorphisms modify the association between paroxetine serotonin transporter occupancy and clinical response in major depressive disorder.
26196596,Genotype-guided dose adjustment for the use of efavirenz in HIV treatment.
19077919,Effect of CYP2C9 and VKORC1 genotypes on early-phase and steady-state warfarin dosing in Korean patients with mechanical heart valve replacement.
21688171,Determinants of pharmacodynamic trajectory of the therapeutic response to paroxetine in Japanese patients with panic disorder.
14624186,5-HTTLPR polymorphism of the serotonin transporter gene predicts non-remission in major depression patients treated with citalopram in a 12-weeks follow up study.
12608943,Effectiveness of alendronate treatment in postmenopausal women with osteoporosis: relationship with BsmI vitamin D receptor genotypes.
12075750,"Urate-oxidase in the prevention and treatment of metabolic complications in patients with B-cell lymphoma and leukemia, treated in the Société Française d'Oncologie Pédiatrique LMB89 protocol."
28135763,The CYP2C19*2 and CYP2C19*17 Polymorphisms play a Vital Role in Clopidogrel Responsiveness after Percutaneous Coronary Intervention: A Pharmacogenomics Study.
22776642,Arylamine N-acetyltransferases--from drug metabolism and pharmacogenetics to identification of novel targets for pharmacological intervention.
15927391,The Val158Met polymorphism of the human catechol-O-methyltransferase (COMT) gene may influence morphine requirements in cancer pain patients.
21726252,IL28B rs12979860 C/T polymorphism in elderly chronic hepatitis C patients treated with pegylated-interferon and ribavirin.
17485248,CoQ10 deficiency diseases in adults.
20056557,Mu-opioid receptors are not necessary for nortriptyline treatment of neuropathic allodynia.
28705252,"Efficacy of prospective pharmacogenetic testing in the treatment of major depressive disorder: results of a randomized, double-blind clinical trial."
9429236,Meta-analysis of phenotype and genotype of NAT2 deficiency in Chinese populations.
25611810,Pharmacogenetics of plasma efavirenz exposure in HIV-infected adults and children in South Africa.
21993426,Genetic variants of interferon-stimulated genes and IL-28B as host prognostic factors of response to combination treatment for chronic hepatitis C.
11926892,"Diuretic therapy, the alpha-adducin gene variant, and the risk of myocardial infarction or stroke in persons with treated hypertension."
12497624,D2 dopamine receptor gene in psychiatric and neurologic disorders and its phenotypes.
18591455,Physiological interaction between alpha-adducin and WNK1-NEDD4L pathways on sodium-related blood pressure regulation.
29290749,Rasburicase-induced Hemolytic Anemia in an Adolescent With Unknown Glucose-6-Phosphate Dehydrogenase Deficiency.
19259652,Genetic and pharmacokinetic factors affecting the initial pharmacotherapeutic effect of paroxetine in Japanese patients with panic disorder.
22354160,"Associations between ABCB1, CYP2A6, CYP2B6, CYP2D6, and CYP3A5 alleles in relation to efavirenz and nevirapine pharmacokinetics in HIV-infected individuals."
21192344,CYP2C19 variation and citalopram response.
7598739,In vitro characterization of cytochrome P450 catalysed metabolism of the antiemetic tropisetron.
20173735,ITPA gene variants protect against anaemia in patients treated for chronic hepatitis C.
18784265,"Functional characterization of 17 CYP2D6 allelic variants (CYP2D6.2, 10, 14A-B, 18, 27, 36, 39, 47-51, 53-55, and 57)."
22680342,Influence of CYP2B6 and ABCB1 SNPs on nevirapine plasma concentrations in Burundese HIV-positive patients using dried sample spot devices.
21441248,Integration of population pharmacokinetics and pharmacogenetics: an aid to optimal nevirapine dose selection in HIV-infected individuals.
20887379,Tumour necrosis factor haplotypes associated with sensory neuropathy in Asian and Caucasian human immunodeficiency virus patients.
26401760,BDNF (Val66Met) genetic polymorphism is associated with vulnerability for methamphetamine dependence.
26779253,An Expanded Analysis of Pharmacogenetics Determinants of Efavirenz Response that Includes 3'-UTR Single Nucleotide Polymorphisms among Black South African HIV/AIDS Patients.
11927765,Med-psych drug-drug interactions update.
12920424,Adverse drug reactions to oxycodone and hydrocodone in CYP2D6 ultrarapid metabolizers.
12065438,CYP3A4 induction by drugs: correlation between a pregnane X receptor reporter gene assay and CYP3A4 expression in human hepatocytes.
22092036,"Accuracy of various human NAT2 SNP genotyping panels to infer rapid, intermediate and slow acetylator phenotypes."
27511999,Factors influencing quality of anticoagulation control and warfarin dosage in patients after aortic valve replacement within the 3 months of follow up.
28072888,Clinical and virological predictors of sustained response with an interferon-based simeprevir regimen for patients with chronic genotype 1 hepatitis C virus infection.
23778326,A search for new CYP3A4 variants as determinants of tacrolimus dose requirements in renal-transplanted patients.
7060320,Influence of double genetic polymorphism on response to sulfamethazine.
28409297,The SLCO1A2 -189_-188InsA polymorphism reduces clearance of rocuronium in patients submitted to elective surgeries.
28762371,"Imatinib-induced ophthalmological side-effects in GIST patients are associated with the variations of EGFR, SLC22A1, SLC22A5 and ABCB1."
19193342,Multiple genetic factors in olanzapine-induced weight gain in schizophrenia patients: a cohort study.
21912424,CYP4A11 variant is associated with high-density lipoprotein cholesterol in women.
27388970,The role of cytochrome P450 pharmacogenomics in chronic non-cancer pain patients.
23612435,An intronic variant in OPRD1 predicts treatment outcome for opioid dependence in African-Americans.
27091191,A candidate gene investigation of methylphenidate response in adult attention-deficit/hyperactivity disorder patients: results from a naturalistic study.
17918089,Successful efavirenz dose reduction in HIV type 1-infected individuals with cytochrome P450 2B6 *6 and *26.
21215785,Uniform assessment and ranking of opioid μ receptor binding constants for selected opioid drugs.
23423913,Mechanical heart valve recipients: anticoagulation in patients with genetic variations of phenprocoumon metabolism.
25730298,The Effect of β2-Adrenoceptor Genotype on Phenylephrine Dose Administered During Spinal Anesthesia for Cesarean Delivery.
27977511,Rituximab response in follicular lymphoma is associated with the rs20575 polymorphism in TRAILR1 extrinsic apoptosis trigger.
29844858,Genetic polymorphism of &lt;i&gt;SLC31A1&lt;/i&gt; is associated with clinical outcomes of platinum-based chemotherapy in non-small-cell lung cancer patients through modulating microRNA-mediated regulation.
12662378,"Lafutidine, a novel histamine H2-receptor antagonist, vs lansoprazole in combination with amoxicillin and clarithromycin for eradication of Helicobacter pylori."
29061085,Do genes affect morphine response?
27988869,Comparative Pharmacology and Guide to the Use of the Serotonin 5-HT&lt;sub&gt;3&lt;/sub&gt; Receptor Antagonists for Postoperative Nausea and Vomiting.
23065688,Glutathione S-transferase P1 single nucleotide polymorphism predicts permanent ototoxicity in children with medulloblastoma.
24504666,Positive clinical response to clopidogrel is independent of paraoxonase 1 Q192R and CYP2C19 genetic variants.
24549002,Integrating cell-based and clinical genome-wide studies to identify genetic variants contributing to treatment failure in neuroblastoma patients.
19997080,Pharmacogenetics of risperidone therapy in autism: association analysis of eight candidate genes with drug efficacy and adverse drug reactions.
22676193,UGT2B7 genetic polymorphisms are associated with the withdrawal symptoms in methadone maintenance patients.
15608559,The human serotonin receptor 2B: coding region polymorphisms and association with vulnerability to illegal drug abuse.
19448608,Analysis of the host pharmacogenetic background for prediction of outcome and toxicity in diffuse large B-cell lymphoma treated with R-CHOP21.
26369612,Pharmacogenomics and cardiology: improving treatment with existing drugs.
24598718,Identification of the effect of multiple polymorphisms on the pharmacokinetics of simvastatin and simvastatin acid using a population-modeling approach.
25171759,The MYLIP p.N342S polymorphism is associated with response to lipid-lowering therapy in Brazilian patients with familial hypercholesterolemia.
